LINE-NUMBER,AUTHOR,TITLE,PUB-DATE,SENTENCE
870,Andrew Lang,Prince Ricardo of Pantouflia,,"`` But you are not going yet , my dear , '' said the queen ."
871,Andrew Lang,Prince Ricardo of Pantouflia,,`` Why you are not forty !
872,Andrew Lang,Prince Ricardo of Pantouflia,,And young people will be young people .
873,Andrew Lang,Prince Ricardo of Pantouflia,,"You were quite proud when poor Dick came home with his first brace of gigantic fierce birds , killed off his own sword , and with such a pretty princess he had rescued -- dear Jaqueline ?"
874,Andrew Lang,Prince Ricardo of Pantouflia,,I 'm sure she is like a daughter to me .
875,Andrew Lang,Prince Ricardo of Pantouflia,,I can not do without her . ''
876,Andrew Lang,Prince Ricardo of Pantouflia,,"`` I wish she were a daughter-in-law ; I wish Dick would take a fancy to marry her , '' said the king ."
877,Andrew Lang,Prince Ricardo of Pantouflia,,`` A nicer girl I never saw . ''
878,Andrew Lang,Prince Ricardo of Pantouflia,,"`` And so accomplished , '' added Queen Rosalind ."
879,Andrew Lang,Prince Ricardo of Pantouflia,,"`` That girl can turn herself into anything -- a mouse , a fly , a lion , a wheelbarrow , a church !"
880,Andrew Lang,Prince Ricardo of Pantouflia,,I never knew such talent for magic .
881,Andrew Lang,Prince Ricardo of Pantouflia,,"Of course she had the best of teachers , the Fairy Paribanou herself ; but very few girls , in our time , devote so many hours to practice as dear Jaqueline ."
882,Andrew Lang,Prince Ricardo of Pantouflia,,"Even now , when she is out of the schoolroom , she still practises her scales ."
883,Andrew Lang,Prince Ricardo of Pantouflia,,I saw her turning little Dollie into a fish and back again in the bath-room last night .
884,Andrew Lang,Prince Ricardo of Pantouflia,,The child was delighted . ''
885,Andrew Lang,Prince Ricardo of Pantouflia,,"In these times , you must know , princesses learned magic , just as they learn the piano nowadays ; but they had their music lessons too , dancing , calisthenics , and the use of the globes ."
886,Andrew Lang,Prince Ricardo of Pantouflia,,"`` Yes , she 's a dear , good girl , '' said the king ; `` yet she looks melancholy ."
887,Andrew Lang,Prince Ricardo of Pantouflia,,"I believe , myself , that if Ricardo asked her to marry him , she would not say ` No . '"
888,Andrew Lang,Prince Ricardo of Pantouflia,,But that 's just one of the things I object to most in Dick .
889,Andrew Lang,Prince Ricardo of Pantouflia,,"Round the world he goes , rescuing ladies from every kind of horror -- from dragons , giants , cannibals , magicians ; and then , when a girl naturally expects to be married to him , as is usual , off he rides !"
890,Andrew Lang,Prince Ricardo of Pantouflia,,He has no more heart than a flounder .
891,Andrew Lang,Prince Ricardo of Pantouflia,,"Why , at his age I -- '' `` At his age , my dear , you were so hard-hearted that you were quite a proverb ."
892,Andrew Lang,Prince Ricardo of Pantouflia,,"Why , I have been told that you used to ask girls dreadful puzzling questions , like ` Who was Caesar Borgia ? '"
893,Andrew Lang,Prince Ricardo of Pantouflia,,` What do you know of Edwin and Morcar ? ' and so on . ''
894,Andrew Lang,Prince Ricardo of Pantouflia,,"`` I had not seen you then , '' said the king ."
895,Andrew Lang,Prince Ricardo of Pantouflia,,"`` And Ricardo has not seen her , whoever she may be ."
896,Andrew Lang,Prince Ricardo of Pantouflia,,"Besides , he ca n't possibly marry all of them ."
897,Andrew Lang,Prince Ricardo of Pantouflia,,"And I think a girl should consider herself lucky if she is saved from a dragon or a giant , without expecting to be married next day . ''"
898,Andrew Lang,Prince Ricardo of Pantouflia,,"`` Perhaps ; but it is usual , '' said the king , `` and their families expect it , and keep sending ambassadors to know what Dick 's intentions are ."
899,Andrew Lang,Prince Ricardo of Pantouflia,,"I would not mind it all so very much if he killed the monsters off his own sword , as he did that first brace , in fair fight ."
900,Andrew Lang,Prince Ricardo of Pantouflia,,"But ever since he found his way into that closet where the fairy presents lie , everything has been made too easy for him ."
901,Andrew Lang,Prince Ricardo of Pantouflia,,"It is a royal road to glory , or giant-slaying made easy ."
902,Andrew Lang,Prince Ricardo of Pantouflia,,In his Cap of Darkness a poor brute of a dragon ca n't see him .
903,Andrew Lang,Prince Ricardo of Pantouflia,,In his Shoes of Swiftness the giants ca n't catch him .
904,Andrew Lang,Prince Ricardo of Pantouflia,,His Sword of Sharpness would cut any oak asunder at a blow ! ''
905,Andrew Lang,Prince Ricardo of Pantouflia,,"`` But you were very glad of them when you made the Ice-beast and the Fire - beast fight and kill each other , '' said the queen ."
906,Andrew Lang,Prince Ricardo of Pantouflia,,"`` Yes , my dear ; but it wanted some wit , if I may say so , to do that , and Dick just goes at it hammer and tongs : anybody could do it ."
907,Andrew Lang,Prince Ricardo of Pantouflia,,It 's intellect I miss in Ricardo .
908,Andrew Lang,Prince Ricardo of Pantouflia,,How am I to know whether he could make a good fight for it without all these fairy things ?
909,Andrew Lang,Prince Ricardo of Pantouflia,,I wonder what the young rogue is about to-day ?
910,Andrew Lang,Prince Ricardo of Pantouflia,,"He 'll be late for dinner , as usual , I daresay ."
911,Andrew Lang,Prince Ricardo of Pantouflia,,"I ca n't stand want of punctuality at meals , '' remarked his Majesty , which is a sign that he was growing old after all ; for where is the fun of being expected always to come home in time for dinner when , perhaps , you are fishing , and the trout are rising splendidly ?"
912,Andrew Lang,Prince Ricardo of Pantouflia,,"`` Young people will be young people , '' said the queen ."
913,Andrew Lang,Prince Ricardo of Pantouflia,,"`` If you are anxious about him , why don't you look for him in the magic crystal ? ''"
914,Andrew Lang,Prince Ricardo of Pantouflia,,"Now the magic crystal was a fairy present , a great ball of glass in which , if you looked , you saw the person you wanted to see , and what he was doing , however far away he might be , if he was on the earth at all ."
915,Andrew Lang,Prince Ricardo of Pantouflia,,"`` I 'll just take a look at it , '' said the king ; `` it only wants three-quarters of an hour to dinner-time . ''"
916,Andrew Lang,Prince Ricardo of Pantouflia,,"His Majesty rose , and walked to the crystal globe , which was in a stand , like other globes ."
917,Andrew Lang,Prince Ricardo of Pantouflia,,"He stared into it , he turned it round and round , and Queen Rosalind saw him grow quite pale as he gazed ."
918,Andrew Lang,Prince Ricardo of Pantouflia,,"`` I don't see him anywhere , '' said the king , `` and I have looked everywhere ."
919,Andrew Lang,Prince Ricardo of Pantouflia,,I do hope nothing has happened to the boy .
920,Andrew Lang,Prince Ricardo of Pantouflia,,He is so careless .
921,Andrew Lang,Prince Ricardo of Pantouflia,,"If he dropped his Cap of Darkness in a fight with a giant , why who knows what might occur ? ''"
922,Andrew Lang,Prince Ricardo of Pantouflia,,"`` Oh , ` Gio , how you frighten me ! '' said the queen ."
923,Andrew Lang,Prince Ricardo of Pantouflia,,King Prigio was still turning the crystal globe .
924,Andrew Lang,Prince Ricardo of Pantouflia,,"`` Stop ! '' he cried ; `` I see a beautiful princess , fastened by iron chains to a rock beside the sea , in a lonely place ."
925,Andrew Lang,Prince Ricardo of Pantouflia,,"They must have fixed her up as a sacrifice to a sea-monster , like what 's - her-name . ''"
926,Andrew Lang,Prince Ricardo of Pantouflia,,"This proves how anxious he was , or , being so clever and learned , he would have remembered that her name was Andromeda ."
927,Andrew Lang,Prince Ricardo of Pantouflia,,"`` I bet Dick is not far off , where there is an adventure on hand ."
928,Andrew Lang,Prince Ricardo of Pantouflia,,But where on earth can he be ?
929,Andrew Lang,Prince Ricardo of Pantouflia,,"... My word ! '' suddenly exclaimed the monarch , in obvious excitement ."
930,Andrew Lang,Prince Ricardo of Pantouflia,,"`` What is it , dear ? '' cried the queen , with all the anxiety of a mother ."
931,Andrew Lang,Prince Ricardo of Pantouflia,,"`` Why , the sea where the girl is , has turned all red as blood ! '' exclaimed the king ."
932,Andrew Lang,Prince Ricardo of Pantouflia,,`` Now it is all being churned up by the tail of a tremendous monster .
933,Andrew Lang,Prince Ricardo of Pantouflia,,He is a whopper !
934,Andrew Lang,Prince Ricardo of Pantouflia,,He 's coming on shore ; the girl is fainting .
935,Andrew Lang,Prince Ricardo of Pantouflia,,He 's out on shore !
936,Andrew Lang,Prince Ricardo of Pantouflia,,"He is extremely poorly , blood rushing from his open jaws ."
937,Andrew Lang,Prince Ricardo of Pantouflia,,He 's dying !
938,Andrew Lang,Prince Ricardo of Pantouflia,,"And , hooray ! here 's Dick coming out of his enormous mouth , all in armour set with sharp spikes , and a sword in his hand ."
939,Andrew Lang,Prince Ricardo of Pantouflia,,"He 's covered with blood , but he 's well and hearty ."
940,Andrew Lang,Prince Ricardo of Pantouflia,,"He must have been swallowed by the brute , and cut him up inside ."
941,Andrew Lang,Prince Ricardo of Pantouflia,,Now he 's cutting the beast 's head off .
942,Andrew Lang,Prince Ricardo of Pantouflia,,Now he 's gone to the princess ; a very neat bow he has made her .
943,Andrew Lang,Prince Ricardo of Pantouflia,,Dick 's manners are positively improving !
944,Andrew Lang,Prince Ricardo of Pantouflia,,Now he 's cutting her iron chains off with the Sword of Sharpness .
945,Andrew Lang,Prince Ricardo of Pantouflia,,"And now he 's made her another bow , and he 's actually taking leave of her ."
946,Andrew Lang,Prince Ricardo of Pantouflia,,Poor thing !
947,Andrew Lang,Prince Ricardo of Pantouflia,,How disappointed she is looking .
948,Andrew Lang,Prince Ricardo of Pantouflia,,"And she 's so pretty , too ."
949,Andrew Lang,Prince Ricardo of Pantouflia,,"I say , Rosalind , shall I shout to him through the magic horn , and tell him to bring her home here , on the magic carpet ? ''"
950,Andrew Lang,Prince Ricardo of Pantouflia,,"`` I think not , dear ; the palace is quite full , '' said the queen ."
951,Andrew Lang,Prince Ricardo of Pantouflia,,"But the real reason was that she wanted Ricardo to marry her favourite Princess Jaqueline , and she did not wish the new princess to come in the way ."
952,Andrew Lang,Prince Ricardo of Pantouflia,,"`` As you like , '' said the king , who knew what was in her mind very well ."
953,Andrew Lang,Prince Ricardo of Pantouflia,,"`` Besides , I see her own people coming for her ."
954,Andrew Lang,Prince Ricardo of Pantouflia,,"I 'm sorry for her , but it ca n't be helped , and Dick is half-way home by now on the Shoes of Swiftness ."
955,Andrew Lang,Prince Ricardo of Pantouflia,,I daresay he will not keep dinner waiting after all .
956,Andrew Lang,Prince Ricardo of Pantouflia,,But what a fright the boy has given me ! ''
957,Andrew Lang,Prince Ricardo of Pantouflia,,At this moment a whirring in the air and a joyous shout were heard .
958,Andrew Lang,Prince Ricardo of Pantouflia,,It was Prince Ricardo flying home on his Seven-league Boots .
959,Andrew Lang,Prince Ricardo of Pantouflia,,"`` Hi , Ross ! '' he shouted , `` just weigh this beast 's head ."
960,Andrew Lang,Prince Ricardo of Pantouflia,,I 've had a splendid day with a sea-monster .
961,Andrew Lang,Prince Ricardo of Pantouflia,,"Get the head stuffed , will you ?"
962,Andrew Lang,Prince Ricardo of Pantouflia,,We 'll have it set up in the billiard-room . ''
963,Andrew Lang,Prince Ricardo of Pantouflia,,"`` Yes , Master Dick -- I mean your Royal Highness , '' said Ross , a Highland keeper , who had not previously been employed by a Reigning Family ."
964,Andrew Lang,Prince Ricardo of Pantouflia,,"`` It 's a fine head , whatever , '' he added , meditatively ."
965,Andrew Lang,Prince Ricardo of Pantouflia,,"Prince Ricardo now came beneath the library window , and gave his parents a brief account of his adventure ."
966,Andrew Lang,Prince Ricardo of Pantouflia,,"`` I picked the monster up early in the morning , '' he said , `` through the magic telescope , father . ''"
967,Andrew Lang,Prince Ricardo of Pantouflia,,`` What country was he in ? '' said the king .
968,Andrew Lang,Prince Ricardo of Pantouflia,,`` The country people whom I met called it Ethiopia .
969,Andrew Lang,Prince Ricardo of Pantouflia,,They were niggers . ''
970,Andrew Lang,Prince Ricardo of Pantouflia,,"`` And in what part of the globe is Ethiopia , Ricardo ? ''"
971,Andrew Lang,Prince Ricardo of Pantouflia,,`` Oh !
972,Andrew Lang,Prince Ricardo of Pantouflia,,I don't know .
973,Andrew Lang,Prince Ricardo of Pantouflia,,"Asia , perhaps , '' answered the prince ."
974,Andrew Lang,Prince Ricardo of Pantouflia,,The king groaned .
975,Andrew Lang,Prince Ricardo of Pantouflia,,`` That boy will never understand our foreign relations .
976,Andrew Lang,Prince Ricardo of Pantouflia,,"Ethiopia in Asia ! '' he said to himself , but he did not choose to make any remark at the moment ."
977,Andrew Lang,Prince Ricardo of Pantouflia,,The prince ran upstairs to dress .
978,Andrew Lang,Prince Ricardo of Pantouflia,,On the stairs he met the Princess Jaqueline .
979,Andrew Lang,Prince Ricardo of Pantouflia,,"`` Oh , Dick ! are you hurt ? '' she said , turning very pale ."
980,Andrew Lang,Prince Ricardo of Pantouflia,,"`` No , not I ; but the monster is ."
981,Andrew Lang,Prince Ricardo of Pantouflia,,"I had a capital day , Jack ; rescued a princess , too . ''"
982,Andrew Lang,Prince Ricardo of Pantouflia,,"`` Was she -- was she very pretty , Dick ? ''"
983,Andrew Lang,Prince Ricardo of Pantouflia,,`` Oh !
984,Andrew Lang,Prince Ricardo of Pantouflia,,I don't know .
985,Andrew Lang,Prince Ricardo of Pantouflia,,"Pretty enough , I daresay ."
986,Andrew Lang,Prince Ricardo of Pantouflia,,Much like other girls .
987,Andrew Lang,Prince Ricardo of Pantouflia,,"Why , you look quite white !"
988,Andrew Lang,Prince Ricardo of Pantouflia,,What 's the matter ?
989,Andrew Lang,Prince Ricardo of Pantouflia,,"Now you look all right again ; '' for , indeed , the Princess Jaqueline was blushing ."
990,Andrew Lang,Prince Ricardo of Pantouflia,,`` I must dress .
991,Andrew Lang,Prince Ricardo of Pantouflia,,"I 'm ever so late , '' he said , hurrying upstairs ; and the princess , with a little sigh , went down to the royal drawing-room ."
992,Andrew Lang,Prince Ricardo of Pantouflia,,"When dinner was over and the ladies had left the room , the king tried to speak seriously to Prince Ricardo ."
993,Andrew Lang,Prince Ricardo of Pantouflia,,This was a thing which he disliked doing very much .
994,Andrew Lang,Prince Ricardo of Pantouflia,,"`` There 's very little use in preaching , '' his Majesty used to say , `` to a man , or rather a boy , of another generation ."
995,Andrew Lang,Prince Ricardo of Pantouflia,,My taste was for books ; I only took to adventures because I was obliged to do it .
996,Andrew Lang,Prince Ricardo of Pantouflia,,Dick 's taste is for adventures ; I only wish some accident would make him take to books .
997,Andrew Lang,Prince Ricardo of Pantouflia,,"But everyone must get his experience for himself ; and when he has got it , he is lucky if it is not too late ."
998,Andrew Lang,Prince Ricardo of Pantouflia,,"I wish I could see him in love with some nice girl , who would keep him at home . ''"
999,Andrew Lang,Prince Ricardo of Pantouflia,,The king did not expect much from talking seriously to Dick .
1000,Andrew Lang,Prince Ricardo of Pantouflia,,"However , he began by asking questions about the day 's sport , which Ricardo answered with modesty ."
1001,Andrew Lang,Prince Ricardo of Pantouflia,,"Then his Majesty observed that , from all he had ever read or heard , he believed Ethiopia , where the fight was , to be in Africa , not in Asia ."
1002,Andrew Lang,Prince Ricardo of Pantouflia,,"`` I really wish , Ricardo , that you would attend to your geography a little more ."
1003,Andrew Lang,Prince Ricardo of Pantouflia,,"It is most necessary to a soldier that he should know where his enemy is , and if he has to fight the Dutch , for instance , not to start with his army for Central Asia . ''"
1004,Andrew Lang,Prince Ricardo of Pantouflia,,"`` I could always spot them through the magic glass , father , '' said Dick ; `` it saves such a lot of trouble ."
1005,Andrew Lang,Prince Ricardo of Pantouflia,,I hate geography . ''
1006,Andrew Lang,Prince Ricardo of Pantouflia,,"`` But the glass might be lost or broken , or the Fairies might take it away , and then where are you ? ''"
1007,Andrew Lang,Prince Ricardo of Pantouflia,,"`` Oh , you would know where to go , or Mr. Belsham . ''"
1008,Andrew Lang,Prince Ricardo of Pantouflia,,"Now Mr. Belsham was his tutor , from Oxford ."
1009,Andrew Lang,Prince Ricardo of Pantouflia,,"`` But I shall not always be here , and when I die -- '' `` Do n't talk of dying , sire , '' said Dick ."
1010,Andrew Lang,Prince Ricardo of Pantouflia,,"`` Why , you are not so very old ; you may live for years yet ."
1011,Andrew Lang,Prince Ricardo of Pantouflia,,"Besides , I ca n't stand the notion ."
1012,Andrew Lang,Prince Ricardo of Pantouflia,,You must live for ever ! ''
1013,Andrew Lang,Prince Ricardo of Pantouflia,,"`` That sentiment is unusual in a Crown Prince , '' thought the king ; but he was pleased for all that ."
1014,Andrew Lang,Prince Ricardo of Pantouflia,,"`` Well , to oblige you , I 'll try to struggle against old age , '' he said ; `` but there are always accidents ."
1015,Andrew Lang,Prince Ricardo of Pantouflia,,"Now , Dick , like a good fellow , and to please me , work hard all to-morrow till the afternoon ."
1016,Andrew Lang,Prince Ricardo of Pantouflia,,I 'll come in and help you .
1017,Andrew Lang,Prince Ricardo of Pantouflia,,"And there 's always a splendid evening rise of trout in the lake just now , so you can have your play after your work ."
1018,Andrew Lang,Prince Ricardo of Pantouflia,,"You 'll enjoy it more , and I daresay you are tired after a long day with the big game ."
1019,Andrew Lang,Prince Ricardo of Pantouflia,,"It used to tire me , I remember . ''"
1020,Andrew Lang,Prince Ricardo of Pantouflia,,"`` I am rather tired , '' said Dick ; and indeed he looked a little pale , for a day in the inside of a gigantic sea-monster is fatiguing , from the heat and want of fresh air which are usually found in such places ."
1021,Andrew Lang,Prince Ricardo of Pantouflia,,"`` I think I 'll turn in ; goodnight , my dear old governor , '' he said , in an affectionate manner , though he was not usually given to many words ."
1022,Andrew Lang,Prince Ricardo of Pantouflia,,"Then he went and kissed his mother and the Princess Jaqueline , whom he engaged to row him on the lake next evening , while he fished ."
1023,Andrew Lang,Prince Ricardo of Pantouflia,,"`` And don't you go muffing them with the landing-net , Jack , as you generally do , '' said his Royal Highness , as he lit his bedroom candle ."
1024,Andrew Lang,Prince Ricardo of Pantouflia,,"`` I wish he would not call me Jack , '' said the princess to the queen ."
1025,Andrew Lang,Prince Ricardo of Pantouflia,,"`` It 's better than Lina , my dear , '' said her Majesty , who in late life had become fond of her little joke ; `` that always sounds as if someone else was fatter , -- and I hope there is not someone else . ''"
1026,Andrew Lang,Prince Ricardo of Pantouflia,,"The princess was silent , and fixed her eyes on her book ."
1027,Andrew Lang,Prince Ricardo of Pantouflia,,"Presently the king came in , and played a game with Lina at picquet ."
1028,Andrew Lang,Prince Ricardo of Pantouflia,,"When they were all going to bed , he said : `` Just come into the study , Lina ."
1029,Andrew Lang,Prince Ricardo of Pantouflia,,I want you to write a few letters for me . ''
1030,Andrew Lang,Prince Ricardo of Pantouflia,,The princess followed him and took her seat at the writing table .
1031,Andrew Lang,Prince Ricardo of Pantouflia,,The letters were very short .
1032,Andrew Lang,Prince Ricardo of Pantouflia,,"One was to Herr Schnipp , tailor to the king and royal family ; another was to the royal swordmaker , another to the bootmaker , another to the optician , another to the tradesman who supplied the august family with carpets and rugs , another to his Majesty 's hatter ."
1033,Andrew Lang,Prince Ricardo of Pantouflia,,They were all summoned to be at the palace early next morning .
1034,Andrew Lang,Prince Ricardo of Pantouflia,,"Then his Majesty yawned , apologised , and went to bed ."
1035,Andrew Lang,Prince Ricardo of Pantouflia,,"The princess also went to her room , or bower as it was then called , but not to sleep ."
1036,Andrew Lang,Prince Ricardo of Pantouflia,,"She was unhappy that Dick did not satisfy his father , and that he was so careless , and also about other things ."
1037,Andrew Lang,Prince Ricardo of Pantouflia,,"`` And why does the king want all these tailors and hatters so suddenly , telescope-makers and swordmakers and shoemakers , too ? '' she asked herself , as she stood at the window watching the moon ."
1038,Andrew Lang,Prince Ricardo of Pantouflia,,`` I could find out .
1039,Andrew Lang,Prince Ricardo of Pantouflia,,"I could turn myself into a dog or a cat , and go into the room where he is giving his orders ."
1040,Andrew Lang,Prince Ricardo of Pantouflia,,"But that is awkward , for when the servants see Rip '' that was the dog `` in two places at once , they begin to think the palace is haunted , and it makes people talk ."
1041,Andrew Lang,Prince Ricardo of Pantouflia,,"Besides , I know it is wrong to listen to what one is not meant to hear ."
1042,Andrew Lang,Prince Ricardo of Pantouflia,,It is often difficult to be a magician and a good girl .
1043,Andrew Lang,Prince Ricardo of Pantouflia,,"The temptations are so strong , stronger than most people allow for . ''"
1044,Andrew Lang,Prince Ricardo of Pantouflia,,"So she remained , with the moon shining on her pretty yellow hair and her white dress , wondering what the king intended to do , and whether it was something that Dick would not like ."
1045,Andrew Lang,Prince Ricardo of Pantouflia,,"`` How stupid of me , '' she said at length , `` after all the lessons I have had ."
1046,Andrew Lang,Prince Ricardo of Pantouflia,,"Why , I can drink the moon ! ''"
1047,Andrew Lang,Prince Ricardo of Pantouflia,,"Now , this is a way of knowing what anyone else is thinking of and intends to do , for the moon sees and knows everything ."
1048,Andrew Lang,Prince Ricardo of Pantouflia,,"Whether it is quite fair is another matter ; but , at all events , it is not listening ."
1049,Andrew Lang,Prince Ricardo of Pantouflia,,"And anyone may see that , if you are a magician , like the Princess Jaqueline , a great many difficult questions as to what is right and wrong at once occur which do not trouble other people ."
1050,Andrew Lang,Prince Ricardo of Pantouflia,,"King Prigio 's secret , why he sent for the tailor and the other people , was his own secret ."
1051,Andrew Lang,Prince Ricardo of Pantouflia,,"The princess decided that she would not find it out by turning herself into Rip or the cat whose name was Semiramis , and , so far , she was quite right ."
1052,Andrew Lang,Prince Ricardo of Pantouflia,,"But she was very young , and it never occurred to her that it was just as wrong to find out what the king meant by drinking the moon as by listening in disguise ."
1053,Andrew Lang,Prince Ricardo of Pantouflia,,"As she grew older she learned to know better ; but this is just the danger of teaching young girls magic , and for that very reason it has been given up in most countries ."
1054,Andrew Lang,Prince Ricardo of Pantouflia,,"However , the princess did not think about right and wrong , unluckily ."
1055,Andrew Lang,Prince Ricardo of Pantouflia,,"She went to the bookcase and took down her Cornelius Agrippa , in one great tall black volume , with silver clasps which nobody else could open ; for , as the princess said , there are books which it would never do to leave lying about where the servants or anybody could read them ."
1056,Andrew Lang,Prince Ricardo of Pantouflia,,"Nobody could undo the clasps , however strong or clever he might be ; but the princess just breathed on them and made a sign , and the book flew open at the right place -- Book IV. , chapter vi. , about the middle of page 576 ."
1057,Andrew Lang,Prince Ricardo of Pantouflia,,"The magic spell was in Latin , of course ; but the princess knew Latin very well , and soon she had the magic song by heart ."
1058,Andrew Lang,Prince Ricardo of Pantouflia,,Then she closed the book and put it back on the shelf .
1059,Andrew Lang,Prince Ricardo of Pantouflia,,"Then she threw open the window and drew back the curtains , and put out all the lights except two scented candles that burned with a white fire under a round mirror with a silver frame , opposite the window ."
1060,Andrew Lang,Prince Ricardo of Pantouflia,,"And into that mirror the moon shone white and full , filling all the space of it , so that the room was steeped in a strange silver light ."
1061,Andrew Lang,Prince Ricardo of Pantouflia,,"Now the whole room seemed to sway gently , waving and trembling ; and as it trembled it sounded and rang with a low silver music , as if it were filled with the waves of the sea ."
1062,Andrew Lang,Prince Ricardo of Pantouflia,,"Then the princess took a great silver basin , covered with strange black signs and figures raised in the silver ."
1063,Andrew Lang,Prince Ricardo of Pantouflia,,"She poured water into the basin , and as she poured it she sang the magic spell from the Latin book ."
1064,Andrew Lang,Prince Ricardo of Pantouflia,,"It was something like this , in English : `` Oh Lady Moon , on the waters riding , On shining waters , in silver sheen , Show me the secret the heart is hiding , Show me the truth of the thought , oh Queen !"
1065,Andrew Lang,Prince Ricardo of Pantouflia,,"`` Oh waters white , where the moon is riding , That knows what shall be and what has been , Tell me the secret the heart is hiding , Wash me the truth of it , clear and clean ! ''"
1066,Andrew Lang,Prince Ricardo of Pantouflia,,"As she sang the water in the silver basin foamed and bubbled , and then fell still again ; and the princess knelt in the middle of the room , and the moon and the white light from the mirror of the moon fell in the water ."
1067,Andrew Lang,Prince Ricardo of Pantouflia,,"Then the princess raised the basin , and stooped her mouth to it and drank the water , spilling a few drops , and so she drank the moon and the knowledge of the moon ."
1068,Andrew Lang,Prince Ricardo of Pantouflia,,"Then the moon was darkened without a cloud , and there was darkness in the sky for a time , and all the dogs in the world began to howl ."
1069,Andrew Lang,Prince Ricardo of Pantouflia,,"When the moon shone again , the princess rose and put out the two white lights , and drew the curtains ; and presently she went to bed ."
1070,Andrew Lang,Prince Ricardo of Pantouflia,,"`` Now I know all about it , '' she said ."
1071,Andrew Lang,Prince Ricardo of Pantouflia,,"`` It is clever ; everything the king does is clever , and he is so kind that I daresay he does not mean any harm ."
1072,Andrew Lang,Prince Ricardo of Pantouflia,,But it seems a cruel trick to play on poor Ricardo .
1073,Andrew Lang,Prince Ricardo of Pantouflia,,"However , Jaqueline is on the watch , and I 'll show them a girl can do more than people think , '' -- as , indeed , she could ."
1074,Andrew Lang,Prince Ricardo of Pantouflia,,"After meditating in this way , the princess fell sleep , and did not waken till her maid came to call her ."
1075,Andrew Lang,Prince Ricardo of Pantouflia,,"`` Oh ! your Royal Highness , what 's this on the floor ? '' said the faithful Rosina , as she was arranging the princess 's things for her to get up ."
1076,Andrew Lang,Prince Ricardo of Pantouflia,,"`` Why , what is it ? '' asked the princess ."
1077,Andrew Lang,Prince Ricardo of Pantouflia,,"`` Ever so many -- four , five , six , seven -- little shining drops of silver lying on the carpet , as if they had melted and fallen there ! ''"
1078,Andrew Lang,Prince Ricardo of Pantouflia,,`` They have not hurt the carpet ? '' said the princess .
1079,Andrew Lang,Prince Ricardo of Pantouflia,,`` Oh dear ! the queen wo n't be pleased at all .
1080,Andrew Lang,Prince Ricardo of Pantouflia,,It was a little chemical experiment I was trying last night . ''
1081,Andrew Lang,Prince Ricardo of Pantouflia,,But she knew very well that she must have dropped seven drops of the enchanted water .
1082,Andrew Lang,Prince Ricardo of Pantouflia,,"`` No , your Royal Highness , the carpet is not harmed , '' said Rosina ; `` only your Royal Highness should do these things in the laboratory ."
1083,Andrew Lang,Prince Ricardo of Pantouflia,,Her Majesty has often spoke about it . ''
1084,Andrew Lang,Prince Ricardo of Pantouflia,,"`` You are quite right , '' said the princess ; `` but as there is no harm done , we 'll say nothing about it this time ."
1085,Andrew Lang,Prince Ricardo of Pantouflia,,"And , Rosina , you may keep the silver drops for yourself . ''"
1086,Andrew Lang,Prince Ricardo of Pantouflia,,"`` Your Royal Highness is always very kind , '' said Rosina , which was true ; but how much better and wiser it is not to begin to deceive !"
1087,Andrew Lang,Prince Ricardo of Pantouflia,,"We never know how far we may be carried , and so Jaqueline found out ."
1088,Andrew Lang,Prince Ricardo of Pantouflia,,"For when she went down to breakfast , there was the king in a great state of excitement , for him ."
1089,Andrew Lang,Prince Ricardo of Pantouflia,,"`` It 's most extraordinary , '' said his Majesty ."
1090,Andrew Lang,Prince Ricardo of Pantouflia,,`` What is ? '' asked the queen .
1091,Andrew Lang,Prince Ricardo of Pantouflia,,"`` Why , did n't you notice it ?"
1092,Andrew Lang,Prince Ricardo of Pantouflia,,"No , you had gone to bed before it happened ."
1093,Andrew Lang,Prince Ricardo of Pantouflia,,"But I was taking a walk in the moonlight , on the balcony , and I observed it carefully . ''"
1094,Andrew Lang,Prince Ricardo of Pantouflia,,"`` Observed what , my dear ? '' asked the queen , who was pouring out the tea ."
1095,Andrew Lang,Prince Ricardo of Pantouflia,,"`` Did n't you see it , Dick ?"
1096,Andrew Lang,Prince Ricardo of Pantouflia,,"Late as usual , you young dog ! '' the king remarked as Ricardo entered the room ."
1097,Andrew Lang,Prince Ricardo of Pantouflia,,"`` See what , sir ? '' said Dick ."
1098,Andrew Lang,Prince Ricardo of Pantouflia,,"`` Oh , you were asleep hours before , now I think of it !"
1099,Andrew Lang,Prince Ricardo of Pantouflia,,"But it was the most extraordinary thing , an unpredicted eclipse of the moon !"
1100,Andrew Lang,Prince Ricardo of Pantouflia,,"You must have noticed it , Jaqueline ; you sat up later ."
1101,Andrew Lang,Prince Ricardo of Pantouflia,,How the dogs howled ! ''
1102,Andrew Lang,Prince Ricardo of Pantouflia,,"`` No ; I mean yes , '' murmured poor Jaqueline , who of course had caused the whole affair by her magic arts , but who had forgotten , in the excitement of the moment , that an eclipse of the moon , especially if entirely unexpected , is likely to attract very general attention ."
1103,Andrew Lang,Prince Ricardo of Pantouflia,,"Jaqueline could not bear to tell a fib , especially to a king who had been so kind to her ; besides , fibbing would not alter the facts ."
1104,Andrew Lang,Prince Ricardo of Pantouflia,,"`` Yes , I did see it , '' she admitted , blushing ."
1105,Andrew Lang,Prince Ricardo of Pantouflia,,`` Had it not been predicted ? ''
